task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
37	2e/c36d31	59893280	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr17_60001-448188)	COMPLETED	0	2025-08-29 03:43:21.400	1m 5s	0ms	56.1%	1.5 MB	4.3 MB	126.9 KB	3.8 KB
41	73/c73d01	59893284	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_10001-207666)	COMPLETED	0	2025-08-29 03:43:22.628	1m 3s	0ms	66.7%	1.5 MB	4.3 MB	126.3 KB	3.5 KB
45	a6/e91af4	59893289	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_9055175-9057608)	COMPLETED	0	2025-08-29 03:44:01.380	1m 25s	1s	43.6%	1.5 MB	4.3 MB	127.4 KB	3.8 KB
67	be/05389c	59893291	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:26.693	2m 4s	1m 6s	1006.2%	7.8 GB	23.1 GB	6.6 GB	1.4 GB
49	a3/1d554d	59893290	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:26.383	2m 5s	1m 6s	969.7%	8.2 GB	23 GB	6.6 GB	1.4 GB
56	38/b6a42a	59893293	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:27.382	2m 4s	1m 4s	1020.3%	7.8 GB	23.1 GB	6.6 GB	1.4 GB
52	b7/935d81	59893294	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:27.682	2m 8s	1m 8s	989.7%	7.9 GB	23.1 GB	6.6 GB	1.4 GB
50	a0/33a726	59893292	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:27.050	2m 19s	1m 17s	1011.2%	8 GB	23.2 GB	6.6 GB	1.4 GB
77	b7/734418	59893298	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:28.915	3m 42s	50s	1278.1%	7.8 GB	23 GB	6.6 GB	1.4 GB
60	61/9a13e0	59893295	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:27.976	3m 48s	55s	1198.3%	7.8 GB	23.1 GB	6.6 GB	1.4 GB
71	55/a173e6	59893296	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:28.266	3m 48s	50s	1299.8%	7.8 GB	23.1 GB	6.6 GB	1.4 GB
110	52/bac597	59893301	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:45:26.389	2m 55s	56s	1158.0%	8 GB	23.2 GB	6.8 GB	1.5 GB
65	41/40774d	59893297	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:44:28.592	3m 58s	1m 3s	1227.4%	7.8 GB	23.1 GB	6.6 GB	1.4 GB
109	69/b7c29a	59893304	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:46:32.027	2m 39s	49s	1327.1%	8 GB	23.1 GB	6.8 GB	1.5 GB
108	ce/92d003	59893305	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:46:36.395	2m 35s	48s	1321.4%	7.8 GB	23 GB	6.6 GB	1.4 GB
112	8b/6f3f68	59893303	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:46:31.710	3m 39s	50s	1292.3%	7.8 GB	23.2 GB	6.8 GB	1.5 GB
106	5b/119944	59893309	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:48:11.425	2m 5s	51s	1271.8%	7.8 GB	23 GB	6.6 GB	1.4 GB
111	87/17c485	59893302	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:46:31.418	3m 45s	52s	1197.2%	7.8 GB	23 GB	6.8 GB	1.5 GB
132	6a/0d2605	59893310	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:48:16.447	2m	55s	1198.5%	8 GB	23.2 GB	6.8 GB	1.5 GB
107	eb/d93eb3	59893306	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 03:46:46.398	3m 40s	1m 4s	1227.2%	7.9 GB	23.1 GB	6.6 GB	1.4 GB
128	a1/2dd579	59893311	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:48:16.772	2m 54s	49s	1267.6%	7.8 GB	23.1 GB	6.8 GB	1.5 GB
131	3b/532106	59893312	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:48:21.438	2m 55s	54s	1228.8%	8.1 GB	23.1 GB	6.8 GB	1.5 GB
129	f7/9c0d3a	59893313	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:48:26.434	2m 50s	50s	1225.7%	7.6 GB	23.2 GB	6.8 GB	1.5 GB
113	89/ef6bb3	59893314	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:49:11.450	3m	49s	1260.1%	7.8 GB	23.3 GB	6.8 GB	1.5 GB
133	1c/91d369	59893320	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:50:16.433	2m	51s	1226.2%	7.7 GB	23 GB	6.8 GB	1.5 GB
148	41/a269bb	59893321	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:50:16.728	2m 4s	55s	1206.0%	8.1 GB	23.1 GB	6.8 GB	1.5 GB
134	6b/fa827f	59893319	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:50:11.442	2m 15s	1m 4s	1179.0%	7.7 GB	23.2 GB	6.8 GB	1.5 GB
130	7a/562d58	59893315	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 03:49:11.746	3m 59s	48s	1273.0%	7.9 GB	23.1 GB	6.8 GB	1.5 GB
169	69/a15628	59893323	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:50:26.453	2m 50s	50s	1250.0%	7.6 GB	23 GB	6.8 GB	1.6 GB
164	3f/f44eb9	59893322	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:50:17.026	3m 4s	54s	1248.5%	8 GB	23 GB	6.8 GB	1.6 GB
171	10/6ee037	59893329	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:52:11.465	2m 5s	50s	1270.5%	7.7 GB	23.1 GB	6.8 GB	1.6 GB
157	b9/92da6f	59893325	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:51:11.451	3m 5s	50s	1254.1%	7.7 GB	23.1 GB	6.8 GB	1.6 GB
155	e5/1e0481	59893330	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:52:16.451	2m 5s	55s	1193.0%	8.1 GB	23.1 GB	6.8 GB	1.6 GB
167	d0/788622	59893327	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:51:16.771	3m 9s	1m	1280.3%	8.1 GB	23.2 GB	6.8 GB	1.6 GB
160	ed/625fdd	59893326	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:51:16.436	4m	50s	1262.1%	7.8 GB	23 GB	6.8 GB	1.6 GB
172	e0/14d290	59893331	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:52:21.500	2m 55s	53s	1269.2%	7.7 GB	23 GB	6.8 GB	1.6 GB
181	3f/1d3470	59893332	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:52:26.436	2m 50s	50s	1265.1%	7.7 GB	23 GB	6.8 GB	1.6 GB
186	9f/15d074	59893334	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:53:11.450	3m 5s	54s	1280.2%	8.1 GB	23.4 GB	6.8 GB	1.5 GB
185	f8/cea1a6	59893335	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 03:53:16.452	3m 15s	1m 5s	1217.5%	7.8 GB	23.2 GB	6.8 GB	1.6 GB
190	2c/0dffad	59893336	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample2)	COMPLETED	0	2025-08-29 03:53:21.444	10m	8m 53s	133.3%	16.5 GB	28.8 GB	16.8 GB	4.4 GB
191	f2/1135fc	59893339	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample3)	COMPLETED	0	2025-08-29 03:54:16.448	9m 45s	9m 37s	135.4%	16.9 GB	28.8 GB	17.5 GB	4.6 GB
194	ea/78acde	59893355	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample2)	COMPLETED	0	2025-08-29 04:03:23.385	2m 23s	1m 17s	148.0%	1.9 GB	2 GB	9.9 GB	39.7 MB
193	b2/0d76c3	59893354	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample2)	COMPLETED	0	2025-08-29 04:03:22.782	3m 13s	2m 7s	97.4%	276 MB	341 MB	7.3 GB	246.5 KB
203	fd/df9995	59893357	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:03:30.586	3m 21s	2m 22s	108.4%	1.5 GB	33.6 GB	914.8 MB	1.2 MB
201	07/47d474	59893359	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:03:31.204	3m 25s	2m 31s	107.9%	1.6 GB	5.8 GB	971.9 MB	1.2 MB
202	57/6aaff6	59893358	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:03:30.887	3m 30s	2m 36s	107.6%	1.4 GB	5.8 GB	924.7 MB	1.2 MB
192	0a/42b892	59893344	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample1)	COMPLETED	0	2025-08-29 03:56:31.743	10m 39s	9m 48s	134.2%	17.1 GB	28.8 GB	18 GB	4.9 GB
198	95/38683f	59893360	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:03:31.500	4m	3m 5s	106.1%	1.4 GB	5.8 GB	1004.5 MB	1.2 MB
200	e1/7228dd	59893356	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:03:30.275	4m 16s	3m 18s	107.1%	1.2 GB	5.8 GB	973.5 MB	1.2 MB
197	b0/0cdafb	59893361	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:03:31.794	4m 14s	3m 18s	106.6%	1.7 GB	5.8 GB	1.3 GB	1.2 MB
199	c7/ff1be6	59893362	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:04:01.489	5m 10s	2m 45s	106.3%	1.6 GB	5.8 GB	975.4 MB	1.2 MB
207	1c/727566	59893368	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:06:56.492	2m 40s	2m 12s	109.9%	1.6 GB	33.6 GB	937.9 MB	1.2 MB
205	f2/f30772	59893367	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:06:51.501	2m 50s	2m 13s	110.1%	1.4 GB	5.8 GB	976 MB	1.2 MB
209	3c/48d7aa	59893369	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:07:01.511	2m 45s	2m 21s	109.7%	1.6 GB	5.8 GB	1.1 GB	1.2 MB
210	bb/4f6354	59893366	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:06:36.496	3m 15s	2m 27s	109.2%	1.8 GB	5.8 GB	831.5 MB	1.2 MB
211	38/4781e0	59893370	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:07:11.494	2m 40s	1m 25s	114.5%	1.4 GB	5.8 GB	651.2 MB	1.2 MB
216	f8/af9085	59893378	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:09:36.501	1m 5s	12s	164.5%	1.4 GB	33.6 GB	180.1 MB	1.1 MB
204	32/045128	59893373	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:07:31.513	3m 10s	2m 16s	109.3%	1.5 GB	5.8 GB	926.4 MB	1.2 MB
208	72/367b44	59893374	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:07:46.497	3m	2m 21s	109.0%	1.4 GB	5.8 GB	780.5 MB	1.2 MB
196	11/936ab3	59893364	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:05:46.531	5m 5s	3m 27s	106.2%	1.4 GB	5.8 GB	1.2 GB	1.2 MB
206	72/774692	59893375	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:07:46.806	4m 9s	2m 27s	108.8%	1.3 GB	33.6 GB	982.3 MB	1.2 MB
214	eb/70d709	59893376	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:09:11.499	3m 20s	2m 5s	111.5%	1.3 GB	5.8 GB	879.2 MB	1.2 MB
213	a6/211022	59893380	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:09:41.509	2m 50s	2m 6s	109.9%	1.5 GB	5.8 GB	830.9 MB	1.2 MB
215	98/c2b818	59893382	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:09:51.498	2m 40s	2m 5s	110.1%	1.6 GB	5.8 GB	827.4 MB	1.2 MB
218	a6/178989	59893385	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample3)	COMPLETED	0	2025-08-29 04:10:41.516	1m 55s	1m 8s	155.8%	1.9 GB	2 GB	10.2 GB	37.8 MB
212	31/b4ee61	59893381	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-08-29 04:09:46.513	3m	2m 21s	108.6%	1.5 GB	5.8 GB	826.9 MB	1.2 MB
227	61/c70f96	59893386	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 04:10:41.845	2m 39s	1m 57s	110.3%	1.5 GB	5.8 GB	916.3 MB	1.2 MB
217	53/3328d7	59893383	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample3)	COMPLETED	0	2025-08-29 04:09:51.790	3m 49s	2m 14s	98.2%	275.9 MB	342.1 MB	7.4 GB	247.5 KB
220	be/df0ce4	59893388	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 04:10:46.526	3m 40s	3m 1s	107.2%	1.5 GB	5.8 GB	1.2 GB	1.2 MB
224	c2/93b535	59893389	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-08-29 04:10:51.501	4m 25s	2m 50s	106.3%	1.5 GB	5.8 GB	982.5 MB	1.2 MB
