task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
36	a2/008fb1	59905066	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr6_95070791-167591393)	COMPLETED	0	2025-09-02 17:21:41.949	1m 15s	1s	46.2%	1.5 MB	4.3 MB	126.5 KB	3.6 KB
39	21/77cbf9	59905067	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr18_47019913-54536574)	COMPLETED	0	2025-09-02 17:21:46.946	1m 10s	1s	55.2%	1.5 MB	4.3 MB	127.3 KB	4 KB
43	2d/d5b517	59905069	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_86252980-111703855)	COMPLETED	0	2025-09-02 17:21:56.947	59.7s	1s	45.4%	1.5 MB	4.3 MB	126.9 KB	3.8 KB
42	d6/73ea96	59905070	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr11_51078349-54425074)	COMPLETED	0	2025-09-02 17:21:57.241	59.4s	0ms	31.6%	1.5 MB	4.3 MB	126.6 KB	3.7 KB
45	17/ea9a44	59905071	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_9055175-9057608)	COMPLETED	0	2025-09-02 17:21:57.536	59.2s	0ms	27.5%	1.5 MB	4.3 MB	127.6 KB	3.8 KB
44	18/3ae55c	59905072	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_41229379-41237752)	COMPLETED	0	2025-09-02 17:21:57.828	58.9s	0ms	24.2%	1.5 MB	4.3 MB	127.5 KB	4 KB
49	61/7c882c	59905073	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:21:58.121	42m 24s	1m 8s	958.4%	7.9 GB	23.1 GB	6.8 GB	1.5 GB
70	da/670ff1	59905074	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:21:58.417	44m 9s	56s	1139.5%	8 GB	23 GB	6.7 GB	1.5 GB
76	2f/1b085b	59905075	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:21:58.709	48m 13s	56s	1160.7%	8 GB	23 GB	6.8 GB	1.5 GB
61	f7/3965ed	59905077	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:22:56.965	49m 15s	55s	1179.0%	8.1 GB	23.1 GB	6.7 GB	1.5 GB
71	6b/31e1cf	59905078	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:22:57.258	51m 15s	54s	1166.4%	8.1 GB	23.1 GB	6.8 GB	1.5 GB
63	dc/9b1e4e	59905079	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:22:57.560	53m 15s	55s	1181.4%	8.1 GB	23.2 GB	6.8 GB	1.5 GB
52	b8/ee1deb	59905080	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:22:57.851	55m 24s	1m 2s	1058.3%	8.1 GB	23 GB	6.7 GB	1.5 GB
57	2f/cf3e99	59905081	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:22:58.144	57m 14s	55s	1166.1%	8 GB	23.2 GB	6.7 GB	1.5 GB
107	70/d11b4d	59905082	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:22:58.447	59m 19s	55s	1147.5%	8 GB	23.1 GB	6.7 GB	1.5 GB
108	6f/3fa8be	59905083	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 17:22:58.738	1h 1m 19s	57s	1135.2%	7.9 GB	23.2 GB	6.8 GB	1.5 GB
106	3d/2e3140	59905139	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 18:04:22.492	22m	1m 1s	1060.9%	8 GB	23.2 GB	6.8 GB	1.5 GB
112	23/fb4d12	59905141	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:06:07.489	22m 15s	57s	1118.9%	7.8 GB	23 GB	6.6 GB	1.4 GB
110	e5/50db19	59905147	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:10:12.499	20m 10s	59s	1100.3%	8.2 GB	23.1 GB	6.6 GB	1.4 GB
111	71/4a3770	59905148	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:12:12.504	20m 10s	58s	1117.4%	8 GB	23 GB	6.6 GB	1.4 GB
78	c8/10ec79	59905151	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-09-02 18:14:12.507	20m 10s	56s	1160.0%	8.1 GB	23.2 GB	6.8 GB	1.5 GB
109	e7/4767ed	59905152	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:16:12.530	20m 15s	59s	1103.4%	7.9 GB	23 GB	6.6 GB	1.4 GB
136	83/84e28a	59905154	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:18:22.646	20m 5s	1m 1s	1069.3%	7.8 GB	23 GB	6.6 GB	1.4 GB
130	50/782632	59905156	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:20:12.548	20m 15s	1m	1087.1%	7.9 GB	23 GB	6.6 GB	1.4 GB
113	dc/1018ae	59905159	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:22:17.598	20m 10s	59s	1093.4%	7.9 GB	23.1 GB	6.6 GB	1.4 GB
131	61/38f6e5	59905161	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:24:17.558	20m 5s	54s	1203.9%	8.2 GB	24.2 GB	6.6 GB	1.4 GB
132	27/8e6058	59905163	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:26:22.561	20m	52s	1246.4%	7.9 GB	23 GB	6.6 GB	1.4 GB
135	52/8ba611	59905164	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:28:22.575	19m 5s	54s	1211.1%	8.2 GB	23 GB	6.6 GB	1.4 GB
134	2b/1e528d	59905167	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:30:22.576	19m 5s	57s	1159.3%	7.9 GB	23.1 GB	6.6 GB	1.4 GB
133	eb/d11b55	59905169	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-09-02 18:32:22.577	42m 15s	52s	1187.7%	7.9 GB	23.1 GB	6.6 GB	1.4 GB
137	cc/417933	59905170	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:34:22.923	41m 14s	53s	1180.9%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
163	52/2fe0bb	59905172	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:36:27.591	40m 5s	51s	1249.5%	7.7 GB	23.1 GB	6.7 GB	1.5 GB
164	df/578de5	59905174	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:38:27.611	39m 10s	52s	1184.5%	7.9 GB	23.1 GB	6.7 GB	1.5 GB
156	6a/2d64fa	59905177	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:40:27.600	38m 10s	52s	1206.3%	7.6 GB	23.2 GB	6.7 GB	1.5 GB
165	7b/a8eb77	59905178	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:42:27.606	37m 10s	51s	1215.8%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
166	ae/d3c194	59905180	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:44:22.615	36m 15s	50s	1226.8%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
168	51/d4c4f7	59905181	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:46:22.617	35m 15s	50s	1233.3%	7.7 GB	23.2 GB	6.7 GB	1.5 GB
167	6a/4b1165	59905183	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:47:27.620	35m 10s	53s	1175.1%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
178	fa/6e30b9	59905185	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 18:49:27.628	34m 15s	54s	1165.0%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
169	d0/10b7ac	59905207	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 19:14:37.718	11m	51s	1234.3%	7.6 GB	23.2 GB	6.7 GB	1.5 GB
179	93/21bc6c	59905208	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 19:15:37.711	11m 5s	58s	1086.6%	7.8 GB	23.2 GB	6.7 GB	1.5 GB
191	de/1acbce	59905212	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample3)	COMPLETED	0	2025-09-02 19:18:37.717	9m 5s	8m 55s	133.3%	15.9 GB	33.8 GB	16.6 GB	4.3 GB
176	0b/82f00f	59905209	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-09-02 19:16:32.709	12m 10s	52s	1204.1%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
190	ad/585872	59905211	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample2)	COMPLETED	0	2025-09-02 19:17:37.728	11m 40s	11m 32s	133.0%	17 GB	28.8 GB	17.4 GB	4.6 GB
192	ac/8f9531	59905220	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample3)	COMPLETED	0	2025-09-02 19:27:43.394	2m 24s	2m 18s	97.5%	275.8 MB	340.1 MB	7.2 GB	246.4 KB
193	29/ee694c	59905221	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample3)	COMPLETED	0	2025-09-02 19:27:43.686	2m 24s	1m 18s	152.3%	1.9 GB	2 GB	11 GB	39.6 MB
200	a8/16dd71	59905223	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:27:46.060	3m 31s	2m 29s	106.3%	1.5 GB	5.8 GB	970.8 MB	1.2 MB
199	96/3825dc	59905226	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:27:46.943	4m 21s	3m 19s	104.7%	1.6 GB	5.8 GB	971.8 MB	1.2 MB
198	de/56813b	59905225	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:27:46.648	4m 41s	3m 37s	105.1%	1.6 GB	5.8 GB	975.6 MB	1.2 MB
195	a1/f1fbcc	59905224	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:27:46.353	5m 21s	4m 19s	105.2%	1.3 GB	5.8 GB	1.2 GB	1.2 MB
197	df/c2b57e	59905227	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:27:47.287	5m 25s	3m 22s	105.6%	1.6 GB	5.8 GB	1003.3 MB	1.2 MB
202	e4/e16ecd	59905228	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:27:47.603	5m 35s	2m 32s	110.0%	1.8 GB	5.8 GB	914.2 MB	1.2 MB
196	f7/cc4338	59905229	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:28:42.756	5m 45s	3m 38s	107.0%	1.8 GB	5.8 GB	1.3 GB	1.2 MB
201	e6/d496da	59905231	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:29:17.747	5m 20s	2m 49s	108.4%	1.6 GB	5.8 GB	923.9 MB	1.2 MB
203	85/911451	59905233	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:30:08.036	4m 54s	2m 13s	109.7%	1.6 GB	5.8 GB	925.7 MB	1.2 MB
205	59/289736	59905232	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:30:07.743	5m 5s	2m 24s	109.0%	1.6 GB	5.8 GB	981.3 MB	1.2 MB
207	92/2697c3	59905238	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:32:27.750	3m 40s	2m 19s	108.7%	1.6 GB	5.8 GB	779.3 MB	1.2 MB
206	9b/ec1b99	59905237	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:32:07.750	4m 15s	2m 34s	110.3%	1.5 GB	33.6 GB	937.6 MB	1.2 MB
210	73/b2d97d	59905240	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:33:07.759	3m 20s	1m 37s	114.4%	1.5 GB	33.6 GB	650.5 MB	1.2 MB
208	40/24b826	59905235	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:31:17.747	5m 15s	2m 40s	110.1%	1.3 GB	33.6 GB	1.1 GB	1.2 MB
215	e0/ddd518	59905247	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:35:02.759	2m 5s	14s	166.0%	1.3 GB	33.6 GB	180.1 MB	1.1 MB
209	58/463a8c	59905241	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:33:12.756	4m 20s	2m 42s	109.9%	1.4 GB	5.8 GB	830.4 MB	1.2 MB
214	27/ffbac6	59905245	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:34:27.753	3m 25s	2m	109.1%	1.5 GB	5.8 GB	826.7 MB	1.2 MB
204	ca/be27b8	59905242	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:33:22.751	4m 55s	2m 26s	109.9%	1.5 GB	5.8 GB	975.1 MB	1.2 MB
218	69/4f692d	59905252	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (Sample2)	COMPLETED	0	2025-09-02 19:36:32.759	2m 30s	1m 13s	151.2%	1.9 GB	2 GB	9.9 GB	37.7 MB
213	a2/40af48	59905248	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:35:12.759	3m 55s	2m 17s	111.3%	1.3 GB	5.8 GB	878.6 MB	1.2 MB
217	81/0ae7c0	59905251	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (Sample2)	COMPLETED	0	2025-09-02 19:36:27.768	2m 40s	2m 14s	97.6%	275.9 MB	336.2 MB	7.4 GB	247.4 KB
211	b4/2faeb4	59905246	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:34:37.752	4m 40s	2m 26s	110.2%	1.7 GB	5.8 GB	826 MB	1.2 MB
212	89/0f4a21	59905249	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample3)	COMPLETED	0	2025-09-02 19:36:07.822	4m 5s	2m 23s	110.1%	1.5 GB	5.8 GB	830.2 MB	1.2 MB
227	22/d7c590	59905260	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-09-02 19:39:08.173	2m 59s	2m 16s	108.2%	1.2 GB	5.8 GB	915.4 MB	1.2 MB
221	df/356082	59905254	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-09-02 19:37:07.766	5m 5s	3m 20s	108.0%	1.6 GB	33.6 GB	1.3 GB	1.2 MB
226	ad/c57cd3	59905259	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-09-02 19:39:02.772	3m 15s	2m 25s	107.7%	1.4 GB	5.8 GB	930.4 MB	1.2 MB
222	4d/3d2372	59905255	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (Sample2)	COMPLETED	0	2025-09-02 19:37:32.761	5m 10s	2m 52s	108.6%	1.4 GB	5.8 GB	1003.6 MB	1.2 MB
