task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
65	6e/88f47c	59895556	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_16146120-32867130)	COMPLETED	0	2025-08-29 13:53:51.315	59.6s	0ms	66.3%	1.5 MB	4.3 MB	126.4 KB	3.7 KB
70	15/fcc98f	59895555	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr7_58169654-60828234)	COMPLETED	0	2025-08-29 13:53:50.987	1m 5s	2s	3.0%	3.2 MB	218 MB	126.4 KB	3.7 KB
26	15/d75ed4	59895546	NFCORE_SAREK:SAREK:FASTQC (Sample5-Lane1)	COMPLETED	0	2025-08-29 13:51:54.427	3m 21s	2m 22s	194.8%	1.7 GB	7.1 GB	3.1 GB	3.9 MB
22	d6/976c22	59895542	NFCORE_SAREK:SAREK:FASTQC (Sample3-Lane1)	COMPLETED	0	2025-08-29 13:51:53.199	3m 32s	2m 33s	198.2%	1.6 GB	7.1 GB	3.4 GB	4 MB
19	15/ee3af5	59895538	NFCORE_SAREK:SAREK:FASTQC (Sample2-Lane1)	COMPLETED	0	2025-08-29 13:51:51.968	3m 34s	2m 34s	192.7%	1.7 GB	7.1 GB	3 GB	4 MB
17	2c/9e66ad	59895539	NFCORE_SAREK:SAREK:FASTQC (Sample1-Lane1)	COMPLETED	0	2025-08-29 13:51:52.283	3m 43s	2m 41s	193.1%	1.7 GB	7.1 GB	3.6 GB	4 MB
71	c3/8620a9	59895565	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr10_39590436-39593013)	COMPLETED	0	2025-08-29 13:54:52.744	57.8s	1s	25.6%	1.5 MB	4.3 MB	126.7 KB	3.7 KB
67	0a/363f2f	59895566	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_10001-1429358)	COMPLETED	0	2025-08-29 13:54:53.635	56.9s	1s	22.6%	1.5 MB	4.3 MB	126.6 KB	3.7 KB
72	3f/c5da41	59895564	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr8_44033745-45877265)	COMPLETED	0	2025-08-29 13:54:51.590	1m 4s	0ms	44.7%	1.5 MB	4.3 MB	126.5 KB	3.6 KB
73	00/a97f5a	59895567	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_36314720-64334167)	COMPLETED	0	2025-08-29 13:54:53.930	1m 2s	0ms	54.3%	1.5 MB	4.3 MB	128.1 KB	4.3 KB
74	98/3bf290	59895568	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_190173122-190204555)	COMPLETED	0	2025-08-29 13:54:55.845	59.7s	0ms	40.2%	1.5 MB	4.3 MB	126.9 KB	3.9 KB
78	c5/2f34f9	59895573	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_122026460-124977944)	COMPLETED	0	2025-08-29 13:55:26.157	29.4s	0ms	38.4%	1.5 MB	4.3 MB	126.6 KB	3.7 KB
77	39/4a3b99	59895574	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr17_60001-448188)	COMPLETED	0	2025-08-29 13:55:35.851	19.7s	1s	16.9%	1.5 MB	5.2 MB	126.9 KB	3.8 KB
75	8e/29357c	59895571	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr5_139453660-155760324)	COMPLETED	0	2025-08-29 13:55:15.849	39.7s	0ms	48.1%	2.5 MB	13.6 MB	126.6 KB	3.7 KB
76	a8/1a4616	59895572	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr6_95070791-167591393)	COMPLETED	0	2025-08-29 13:55:25.840	29.7s	0ms	51.8%	1.5 MB	4.3 MB	126.5 KB	3.6 KB
23	aa/d2ac8b	59895544	NFCORE_SAREK:SAREK:FASTQC (Sample4-Lane1)	COMPLETED	0	2025-08-29 13:51:53.810	4m 17s	3m 16s	199.0%	1.6 GB	7.1 GB	4.5 GB	3.9 MB
83	3e/71565f	59895577	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_86252980-111703855)	COMPLETED	0	2025-08-29 13:55:55.862	54.7s	0ms	35.0%	1.5 MB	4.3 MB	126.6 KB	3.8 KB
81	6f/d545d2	59895576	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_10001-207666)	COMPLETED	0	2025-08-29 13:55:51.147	59.4s	0ms	39.2%	1.5 MB	4.3 MB	126.3 KB	3.5 KB
79	88/b3bafe	59895578	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr18_47019913-54536574)	COMPLETED	0	2025-08-29 13:55:56.159	54.4s	0ms	33.1%	1.5 MB	4.3 MB	127 KB	4 KB
85	a2/a4f196	59895580	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_9055175-9057608)	COMPLETED	0	2025-08-29 13:55:56.763	53.8s	0ms	37.9%	1.5 MB	4.3 MB	127.4 KB	3.8 KB
82	6c/5bcffa	59895579	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr11_51078349-54425074)	COMPLETED	0	2025-08-29 13:55:56.471	54.1s	0ms	101.9%	1.5 MB	4.3 MB	126.4 KB	3.7 KB
84	60/9e2c37	59895581	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_41229379-41237752)	COMPLETED	0	2025-08-29 13:55:57.056	53.5s	0ms	44.1%	1.5 MB	4.3 MB	127.3 KB	4 KB
80	78/991206	59895575	NFCORE_SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_37285838-49348394)	COMPLETED	0	2025-08-29 13:55:50.850	59.7s	0ms	36.8%	1.5 MB	4.3 MB	126.5 KB	3.7 KB
52	6f/ddf951	59895582	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:55:57.353	4m 53s	59s	1062.1%	8.1 GB	23 GB	6.6 GB	1.4 GB
62	e1/80cfb4	59895583	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:55:57.678	6m 3s	1m 6s	999.2%	7.9 GB	23 GB	6.6 GB	1.4 GB
46	ba/2e5a1a	59895585	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:56:10.852	7m 35s	53s	1218.3%	7.8 GB	23.2 GB	6.6 GB	1.4 GB
63	af/43fc24	59895588	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:56:50.866	7m 50s	50s	1271.8%	7.8 GB	23.2 GB	6.6 GB	1.4 GB
58	5c/d59cd9	59895589	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:56:51.161	8m 54s	53s	1180.0%	8.1 GB	23.1 GB	6.6 GB	1.4 GB
45	ba/fd3695	59895590	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:56:51.461	9m 49s	49s	1231.6%	7.8 GB	23 GB	6.6 GB	1.4 GB
31	32/f6f676	59895591	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:56:51.751	10m 49s	47s	1285.2%	8.1 GB	23 GB	6.6 GB	1.4 GB
32	98/b1c190	59895592	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:56:52.056	11m 49s	47s	1286.7%	8.2 GB	23 GB	6.6 GB	1.4 GB
110	c8/927ef2	59895593	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 13:56:52.349	12m 48s	48s	1254.8%	7.8 GB	23.1 GB	6.6 GB	1.4 GB
114	30/9bc690	59895594	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 13:56:52.641	13m 43s	45s	1269.7%	7.7 GB	23 GB	6.6 GB	1.4 GB
112	a7/3e988d	59895605	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 14:00:50.875	10m 20s	1m 14s	889.2%	7.9 GB	23.1 GB	6.6 GB	1.4 GB
64	31/2b4a60	59895612	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 14:02:00.884	9m 40s	48s	1267.2%	7.8 GB	23 GB	6.6 GB	1.4 GB
113	34/6f1b16	59895622	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:03:45.899	8m 55s	46s	1242.9%	7.7 GB	23.1 GB	6.6 GB	1.4 GB
116	90/db5a20	59895626	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:04:40.894	8m 5s	52s	1214.6%	7.7 GB	23.2 GB	6.6 GB	1.4 GB
111	e5/5a8ea6	59895632	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample2)	COMPLETED	0	2025-08-29 14:05:45.900	7m 55s	48s	1269.9%	7.8 GB	23 GB	6.6 GB	1.4 GB
115	7b/27299b	59895637	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:06:40.904	7m	50s	1222.8%	7.7 GB	23.2 GB	6.6 GB	1.4 GB
140	08/d71fda	59895642	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:07:40.929	7m	48s	1189.1%	7.7 GB	23 GB	6.6 GB	1.4 GB
136	19/113136	59895649	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:08:40.934	6m 5s	54s	1126.3%	7.7 GB	23 GB	6.6 GB	1.4 GB
135	51/72d8c3	59895659	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:10:35.944	5m 5s	46s	1228.1%	7.7 GB	23.1 GB	6.6 GB	1.4 GB
134	94/5a3fb0	59895652	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:09:40.939	7m	48s	1192.4%	8.1 GB	23.1 GB	6.6 GB	1.4 GB
117	7c/08304f	59895662	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:11:10.980	5m 40s	55s	1112.7%	7.8 GB	23.2 GB	6.6 GB	1.4 GB
138	92/68b322	59895676	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:12:40.957	5m	47s	1207.4%	7.7 GB	23.1 GB	6.6 GB	1.4 GB
137	94/4f3276	59895668	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:11:40.963	6m 55s	45s	1270.3%	7.7 GB	23 GB	6.6 GB	1.4 GB
139	97/2e60be	59895678	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample5)	COMPLETED	0	2025-08-29 14:12:45.962	6m	55s	1118.5%	7.9 GB	23.1 GB	6.6 GB	1.4 GB
168	9b/2c1392	59895686	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:13:41.274	6m 4s	51s	1213.1%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
169	93/100005	59895685	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:13:40.970	7m	49s	1248.0%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
167	fe/85e0af	59895692	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:14:40.960	6m 5s	53s	1255.4%	8.1 GB	23.2 GB	6.7 GB	1.5 GB
171	e7/ec5ba3	59895706	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:15:40.969	6m	48s	1252.6%	7.7 GB	23.1 GB	6.7 GB	1.5 GB
159	da/718607	59895713	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:16:40.966	6m	47s	1288.9%	7.6 GB	23 GB	6.7 GB	1.5 GB
141	86/18d377	59895694	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:14:45.960	8m	53s	1261.6%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
172	2f/abb8dc	59895718	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:17:40.988	6m	48s	1260.1%	8 GB	23 GB	6.7 GB	1.5 GB
197	54/d17dcd	59895722	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:18:35.990	6m 5s	45s	1286.3%	7.6 GB	23.2 GB	6.7 GB	1.5 GB
170	58/51219f	59895714	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:16:50.976	8m	54s	1221.2%	7.8 GB	23.1 GB	6.7 GB	1.5 GB
192	28/4b2c81	59895736	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:19:45.999	5m 55s	46s	1315.5%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
191	b6/da8214	59895747	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:20:41.018	6m	47s	1300.1%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
193	b0/1b235b	59895725	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:18:45.988	8m 5s	54s	1239.6%	8 GB	23.2 GB	6.7 GB	1.5 GB
194	94/18e5c0	59895755	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:21:41.009	6m	47s	1239.1%	7.6 GB	23.1 GB	6.8 GB	1.5 GB
195	d3/7e5206	59895764	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:22:41.008	6m	47s	1241.5%	7.6 GB	23 GB	6.7 GB	1.5 GB
173	19/c64bbe	59895748	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample4)	COMPLETED	0	2025-08-29 14:20:45.995	8m	52s	1284.6%	7.6 GB	23.1 GB	6.7 GB	1.5 GB
198	78/83a009	59895771	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:23:41.014	6m	44s	1339.1%	7.8 GB	23.1 GB	6.8 GB	1.5 GB
196	96/26fbc9	59895765	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:22:46.007	8m	52s	1243.5%	7.6 GB	23 GB	6.7 GB	1.5 GB
223	b4/18406d	59895777	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:24:41.024	6m 5s	48s	1219.8%	8 GB	23.1 GB	6.8 GB	1.5 GB
224	f5/39f139	59895784	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:25:41.009	6m	47s	1250.5%	8.1 GB	23.1 GB	6.8 GB	1.5 GB
222	bd/38c4a4	59895778	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:24:51.016	6m 55s	52s	1242.7%	7.6 GB	23.3 GB	6.7 GB	1.5 GB
225	bb/6d8424	59895792	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:26:41.032	6m	47s	1250.4%	7.6 GB	23 GB	6.8 GB	1.5 GB
226	10/c54026	59895800	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:27:41.014	6m	47s	1244.8%	7.8 GB	23 GB	6.8 GB	1.5 GB
228	a5/e6dd15	59895794	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:26:51.162	7m	52s	1240.6%	7.6 GB	23 GB	6.8 GB	1.5 GB
253	27/095824	59895807	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:28:46.024	6m	51s	1217.9%	7.8 GB	23 GB	6.8 GB	1.6 GB
227	e4/ab9d07	59895806	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample3)	COMPLETED	0	2025-08-29 14:28:41.018	6m 10s	52s	1203.5%	7.6 GB	23 GB	6.7 GB	1.5 GB
229	c0/685157	59895813	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:29:41.021	6m 10s	55s	1210.4%	8.1 GB	23.2 GB	6.8 GB	1.5 GB
247	7d/00f8fc	59895825	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:30:46.025	5m 15s	1m 5s	945.1%	7.9 GB	23 GB	6.8 GB	1.6 GB
248	9d/d36fee	59895835	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:31:41.030	6m 5s	47s	1286.9%	8.2 GB	23.2 GB	6.8 GB	1.6 GB
246	d2/6d1568	59895826	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:30:46.339	7m 9s	59s	1121.3%	7.8 GB	23.2 GB	6.8 GB	1.6 GB
250	b6/ae550c	59895841	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:32:41.033	6m 5s	49s	1263.7%	7.9 GB	23.1 GB	6.8 GB	1.6 GB
252	ef/bff548	59895845	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:33:41.041	5m 20s	1m 3s	986.9%	7.6 GB	23 GB	6.8 GB	1.6 GB
254	2f/b32814	59895846	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:33:51.059	5m 10s	1m 1s	1005.0%	7.7 GB	23.1 GB	6.8 GB	1.6 GB
268	3f/25f5fb	59895851	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:34:46.063	5m	45s	1344.5%	7.7 GB	23 GB	6.8 GB	1.6 GB
249	34/9d94e5	59895836	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:31:46.054	8m 10s	56s	1181.7%	8 GB	23.1 GB	6.8 GB	1.6 GB
270	18/1fa908	59895856	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:35:51.046	4m 55s	46s	1312.3%	7.6 GB	23 GB	6.8 GB	1.5 GB
269	18/330a10	59895852	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (Sample1)	COMPLETED	0	2025-08-29 14:34:51.034	7m 10s	1m	1087.0%	8 GB	23.1 GB	6.8 GB	1.6 GB
290	ce/596756	59895857	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample2)	COMPLETED	0	2025-08-29 14:36:01.042	10m 20s	9m 26s	133.4%	16.1 GB	34.2 GB	16.6 GB	4.3 GB
291	df/e00346	59895859	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (Sample5)	COMPLETED	0	2025-08-29 14:37:46.095	8m 55s	8m 43s	134.0%	17.1 GB	28.8 GB	16.7 GB	4.4 GB
